"";"Chrzest ognia";"COVID-19";"Czas pogardy";"Dragon Ball GT";"Dragon Ball Super";"Dragon Ball Z";"Dragon Ball";"Gra o Tron";"Grypa hiszpanka";"Honda Cicic VII";"Honda Civic IX";"Honda Civic VI";"Honda Civic VIII";"Krew elfów";"Nawa³nica mieczy. Krew i z³oto";"Nawa³nica mieczy. Stal i œnieg";"Ptasia grypa";"Starcie Królów";"Œwiñska grypa";"Wie¿a jaskó³ki"
"zademonstrowaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0,0028761282206817;0;0;0;0;0;0
"zadowolony";0;0;0;0,000341588385994876;0,00114285714285714;0;0;0,000262501640635254;0;0;0;0;0;0,00173160173160173;0;0;0;0,000264026402640264;0;0
"zadziwiaj¹cy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,000438538362361368;0;0
"zagadka";0;0;0;0;0;0;0;0,00130801736247041;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zagin¹æ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"zaginiony";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,000968837378465914;0;0;0,000361315589988938;0;0
"zag³ada";0;0;0;0,000567366028161804;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"zag³uszaæ";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"zagradzaæ";0;0;0,0138413670620307;0,00113473205632361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"zagra¿aæ";0;0;0;0,000396571835164366;0;0;0;0;0;0;0;0;0;0,00201032735488083;0,00082192144951765;0;0;0,000306525161041236;0;0
"zagrodnik";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"zagroziæ";0;0,00546251278879075;0;0,000225777642166928;0,000377693741396389;0;0;0,000173504146854884;0;0;0;0;0;0,00114452648907997;0;0;0,00961402250827173;0,000349023919442208;0;0,00437724534730915
"zainteresowaæ";0;0;0;0,000225777642166928;0,000377693741396389;0;0;0,000173504146854884;0;0;0;0;0,00228707282852485;0,00114452648907997;0,000467939148632695;0,000612570942950585;0;0,000349023919442208;0;0
"zaj¹æ";0;0;0;0,0013663535439795;0;0,00183823529411765;0;0,000787504921905762;0;0;0;0;0;0,00346320346320346;0;0;0;0,000264026402640264;0;0
"zajêcie";0;0;0,0126214431069147;0,000258680302789028;0;0;0,00111776617921015;0,000198788971364977;0;0;0;0;0,00262036881112415;0,00131131876435477;0;0;0;0,000199943653178846;0;0
"zajmowaæ";0;0;0;0;0,000285714285714286;0;0;0,00105000656254102;0;0;0;0;0,00346020761245675;0,00173160173160173;0;0;0;0,000528052805280528;0;0
"zajmuj¹cy";0;0;0;0;0;0;0;0,000436005787490138;0,0139576810709553;0;0;0;0;0;0;0;0;0;0;0
"zakaziæ";0;0;0;0;0;0;0;0;0,0418730432128659;0;0;0;0;0;0;0;0,0241594770537263;0;0;0
"zakaŸny";0;0,011309775182505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00995260216060439;0;0,010136909608023;0
"zaka¿enie";0;0,0287842325812483;0;0;0;0;0;0,000304754967172511;0;0;0;0;0;0;0;0;0,0084433748904995;0;0,017199467369536;0
"zaklêcie";0;0;0;0;0;0;0;0,000718457958830872;0;0;0;0;0;0,00236966718109628;0;0;0;0,000722631179977876;0;0
"zak³ad";0;0;0;0;0,00047456115641248;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0;0;0
"zak³adaæ";0;0;0;0;0;0,00167706225132733;0;0,000359228979415436;0;0;0;0;0;0;0,000968837378465914;0;0;0;0;0
"zak³adnica";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zak³adniczka";0;0;0;0,000567366028161804;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"zak³adnik";0;0;0;0;0;0;0,00171360007002757;0,000304754967172511;0;0;0;0;0;0;0,00082192144951765;0;0;0,000919575483123708;0;0
"zakochaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000438538362361368;0;0
"zakoñczenie";0;0;0;0,00102476515798463;0,000571428571428571;0;0;0,000262501640635254;0;0;0;0;0;0;0,000707964601769912;0;0;0,000264026402640264;0;0
"zakoñczyæ";0;0;0;0,000341588385994876;0,000571428571428571;0;0;0,000525003281270508;0;0;0;0;0;0;0;0;0;0,000264026402640264;0,00740740740740741;0
"zakradaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"zakres";0;0;0;0;0;0;0;0;0;0;0,00779795327438348;0;0;0;0;0,00153935500226476;0;0;0;0
"zakrêt";0;0;0;0;0;0;0;0;0;0,0100255149969458;0,00642480186423992;0;0,00473523459198306;0;0;0;0;0;0;0
"zakuæ";0;0;0,0114040233090259;0;0;0;0;0,00107768693824631;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"zakup";0;0;0;0,000683176771989752;0,00114285714285714;0;0;0;0;0,00732600732600733;0;0,00493827160493827;0,00346020761245675;0;0;0;0;0;0;0
"zalecaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0,0123034373884717;0
"zaleta";0;0;0;0;0;0;0;0;0;0,0121682347798072;0;0,00820229159231447;0;0;0;0;0;0;0;0
"zale¿eæ";0;0;0;0;0;0;0,00171360007002757;0,000914264901517533;0;0;0;0;0;0;0,00082192144951765;0;0;0,000919575483123708;0;0
"zale¿noœæ";0;0,011309775182505;0;0;0;0;0;0;0;0;0;0;0;0,00236966718109628;0;0;0;0,000361315589988938;0;0
"zale¿ny";0;0;0;0;0;0;0;0,000436005787490138;0;0;0,00779795327438348;0;0;0;0;0;0;0;0;0
"za³o¿yæ";0;0;0;0;0,000781990169761773;0;0;0;0;0;0;0;0;0;0;0,0012682880417823;0;0,000722631179977876;0;0
"zamach";0;0;0;0;0;0;0;0,00179614489707718;0;0;0;0;0;0;0,000968837378465914;0,0012682880417823;0;0;0;0
"zamek";0,00463834419258724;0;0;0,000451555284333856;0;0;0,000975592689953773;0,00277606634967815;0;0;0;0;0;0,0034335794672399;0,00701908722949042;0,000612570942950585;0;0,00349023919442208;0;0
"zamiana";0,00463834419258724;0;0;0;0,000566540612094584;0,00121500744015383;0;0,000347008293709768;0;0;0;0;0;0,00114452648907997;0,000467939148632695;0,000612570942950585;0;0,000523535879163312;0;0
"zamiar";0;0;0;0;0;0,00183823529411765;0;0,000262501640635254;0;0;0;0;0;0;0;0,00185356811862836;0;0,000264026402640264;0;0,00662251655629139
"zamiast";0;0;0;0,000296663636919933;0,000248137942023744;0;0;0,000227978159097809;0;0,00636251133394215;0;0;0,00300513078575468;0;0,00122971015516192;0;0;0;0;0
"zamieniaæ";0;0;0;0,00158628734065746;0,000663408027110675;0,000711375029070883;0,00171360007002757;0;0;0;0;0;0;0;0;0;0;0;0;0
"zamieniæ";0,00701754385964912;0;0;0;0,000285714285714286;0,000612745098039216;0;0,000262501640635254;0;0;0;0;0;0;0;0;0;0,000264026402640264;0;0
"zamiennik";0;0;0;0;0;0;0;0;0;0;0;0,0164045831846289;0,0114945608819632;0;0;0;0;0;0;0
"zamienny";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0,0164045831846289;0;0;0;0;0;0;0;0
"zamierzaæ";0;0;0,00631072155345733;0;0,000865470384474148;0;0;0,00178910074228479;0;0;0;0;0;0,00131131876435477;0,00160839628973072;0,00280736454648704;0;0,00219938018496731;0;0
"zamieszanie";0;0;0;0,000683176771989752;0;0,000612745098039216;0;0;0;0;0;0;0;0;0,000707964601769912;0,00092678405931418;0;0,000264026402640264;0;0
"zamieszkany";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zamieszkiwaæ";0;0;0;0,000567366028161804;0;0,00203549515618098;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"zamkn¹æ";0,00609461611988143;0;0;0;0,000248137942023744;0,000532158576644058;0;0,000455956318195618;0;0;0;0;0;0;0,00122971015516192;0;0;0,00137581433201284;0;0
"zamkowy";0;0;0;0;0;0;0;0,00179614489707718;0;0;0;0;0;0;0,00193767475693183;0;0;0,000361315589988938;0;0
"zamordowaæ";0;0;0;0;0;0,000532158576644058;0;0,00136786895458685;0;0;0;0;0;0,00150386631529542;0,00676340585339054;0,00482937607275127;0;0,000687907166006418;0;0
"zamra¿aæ";0;0;0;0,00567366028161804;0;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0;0;0
"zamykaæ";0;0;0;0,00233728914958685;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,000968837378465914;0;0;0;0;0
"zaniepokoiæ";0;0;0;0;0,00142368346923744;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zanieœæ";0;0;0;0;0,000390995084880887;0;0;0,000718457958830872;0;0;0;0;0;0;0;0;0;0,000722631179977876;0;0
"zanim";0;0;0;0,000593327273839866;0,000496275884047488;0,00106431715328812;0,00256378685485787;0;0;0;0;0;0;0;0,000614855077580958;0;0;0,000687907166006418;0;0
"zanosiæ";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zaoferowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,000438538362361368;0;0
"zaopiekowaæ";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0,0028761282206817;0;0;0;0;0;0
"zapach";0;0;0;0,000467457829917371;0,000390995084880887;0;0,00201990080750274;0;0;0;0;0;0;0;0;0;0;0;0;0
"zapadaæ";0;0;0;0,000934915659834742;0;0;0;0,000359228979415436;0;0;0;0;0;0,00236966718109628;0;0;0;0;0;0
"zapadnia";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028761282206817;0;0;0;0,000438538362361368;0;0
"zapalenie";0;0,033929325547515;0;0;0;0;0;0;0,0229997108753463;0;0;0;0;0;0;0;0,0199052043212088;0;0;0
"zapanowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028761282206817;0;0;0;0,000438538362361368;0;0
"zapasy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000877076724722736;0;0
"zapewniaæ";0;0;0;0;0;0;0;0,000525003281270508;0;0,0293040293040293;0;0,00493827160493827;0,0069204152249135;0;0;0;0;0,0029042904290429;0;0
"zapewniaj¹c";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zapewniæ";0;0;0;0;0,000331704013555337;0;0;0,000914264901517533;0;0;0;0;0;0;0,00082192144951765;0;0;0,000306525161041236;0;0
"zapewnienie";0;0;0;0;0;0;0;0,00121901986869004;0;0;0;0;0;0,00201032735488083;0,00082192144951765;0;0;0,000306525161041236;0;0
"zap³aciæ";0;0;0;0;0;0;0,00201990080750274;0,000718457958830872;0;0;0;0;0;0;0;0,0025365760835646;0;0;0;0
"zapobiec";0;0;0;0,000567366028161804;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"zapomnieæ";0;0;0;0;0,000663408027110675;0;0,00342720014005515;0,000609509934345022;0;0;0;0;0;0,00201032735488083;0;0;0;0;0;0
"zapowiadaæ";0;0;0;0;0;0;0;0,00107768693824631;0;0;0;0;0;0;0;0,0025365760835646;0;0,00252920912992257;0;0
"zapoznawaæ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zapraszaæ";0;0;0;0,000776040908367084;0,000649102788355611;0,000464023643636568;0,00111776617921015;0,00059636691409493;0;0;0;0;0;0;0;0,00140368227324352;0;0,000799774612715384;0;0
"zaprojektowaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0,0114945608819632;0;0;0;0;0;0;0
"zaproponowaæ";0;0;0;0;0,000285714285714286;0;0;0,000262501640635254;0;0;0,00469483568075117;0;0;0;0;0,00092678405931418;0;0,000528052805280528;0;0
"zaprosiæ";0;0;0;0;0,000781990169761773;0;0;0,000718457958830872;0;0;0;0;0;0;0,000968837378465914;0;0;0;0;0
"zaproszenie";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"zaprowadziæ";0;0;0;0,000396571835164366;0;0;0;0,000609509934345022;0;0;0;0;0;0;0;0,00107596297260767;0;0,000613050322082472;0;0
"zaprzyjaŸniaæ";0;0;0;0;0,000216367596118537;0,000928047287273136;0,00447106471684061;0,000198788971364977;0;0;0;0;0;0,00131131876435477;0;0,00070184113662176;0;0,000399887306357692;0;0
"zaprzyjaŸniæ";0;0;0;0;0,000390995084880887;0;0;0,00107768693824631;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"zapytaæ";0;0;0;0;0,000390995084880887;0;0;0,000359228979415436;0;0;0;0;0;0,00473933436219256;0;0;0;0;0;0
"zaraz";0;0;0;0,000396571835164366;0,000331704013555337;0,000711375029070883;0;0;0;0;0;0;0;0,00201032735488083;0;0;0;0;0;0
"zarazem";0;0;0;0;0;0;0;0,000718457958830872;0;0;0;0;0;0;0,000968837378465914;0;0;0,000722631179977876;0;0
"zaraziæ";0;0;0;0;0;0;0;0;0,0139576810709553;0;0;0;0;0;0;0;0,0603986926343157;0;0;0
"zarêczaæ";0,0116558880522364;0;0;0;0;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0;0;0
"zarówno";0;0;0;0;0;0;0;0,000872011574980276;0;0;0,00779795327438348;0;0;0;0;0;0;0;0;0
"zarz¹dca";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,0013156150870841;0;0
"zarzucaæ";0;0;0;0;0;0;0;0,000304754967172511;0;0;0;0;0;0;0,0016438428990353;0,00215192594521535;0;0,000919575483123708;0;0
"zasada";0;0;0;0,000396571835164366;0,000995112040666012;0;0;0;0;0;0;0;0;0;0;0;0,0084433748904995;0,000306525161041236;0;0
"zasadzka";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0219995238072011
"zasiadaæ";0;0;0;0;0;0;0;0,00107768693824631;0;0;0;0;0;0;0,000968837378465914;0;0;0,00144526235995575;0;0
"zasiêg";0;0,0137269755987081;0;0;0;0;0;0;0,0139576810709553;0;0;0;0;0;0;0;0;0;0;0
"zaskoczyæ";0;0;0;0;0,000995112040666012;0;0;0,000914264901517533;0;0;0;0;0;0;0;0,00107596297260767;0;0,00183915096624742;0;0
"zas³aniaæ";0;0;0;0,0032722048094216;0,00156398033952355;0;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0;0;0
"zas³uga";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"zas³ugiwaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,000438538362361368;0;0
"zas³u¿yæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zasn¹æ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"zastanawiaæ";0;0;0;0,000776040908367084;0,000216367596118537;0;0;0,00119273382818986;0;0;0;0;0,00262036881112415;0,00262263752870954;0,00107226419315381;0;0;0,00099971826589423;0;0
"zast¹piæ";0;0;0;0,000341588385994876;0,000285714285714286;0;0;0;0;0;0;0,00493827160493827;0,00346020761245675;0;0;0;0;0,000264026402640264;0;0
"zastosowaæ";0;0;0;0;0;0;0;0;0;0,0121682347798072;0;0;0,0057472804409816;0;0;0;0;0;0;0
"zasypiaæ";0;0;0;0,000341588385994876;0,000285714285714286;0;0;0,000262501640635254;0;0;0;0;0;0,00173160173160173;0;0;0;0,000792079207920792;0;0
"zaœlubiny";0;0;0;0;0;0;0,00245160745010137;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"zaœwiaty";0;0;0;0,000467457829917371;0;0,00335412450265466;0,00201990080750274;0;0;0;0;0;0;0;0;0;0;0;0;0
"zatem";0;0;0;0;0,000390995084880887;0;0;0,00107768693824631;0;0;0;0;0;0;0;0,00507315216712921;0;0;0;0
"zatopiæ";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"zatrucie";0;0;0;0,000567366028161804;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"zatruæ";0;0;0;0;0,000390995084880887;0;0;0;0;0;0;0;0;0;0,000968837378465914;0;0;0,000722631179977876;0;0
"zatrudniaæ";0;0;0;0;0,000390995084880887;0;0;0,000359228979415436;0;0;0;0;0;0;0,000968837378465914;0;0;0;0;0
"zatrudniæ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zatrzymaæ";0;0;0;0;0,000285714285714286;0,000612745098039216;0;0,000525003281270508;0;0;0;0;0;0;0;0,00092678405931418;0;0,000528052805280528;0;0
"zatrzymany";0,0116558880522364;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"zatrzymywaæ";0;0;0;0;0,000663408027110675;0;0;0,000609509934345022;0;0;0;0;0;0,00201032735488083;0;0,00322788891782302;0;0;0;0
"zaufaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000438538362361368;0;0
"zaufanie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000877076724722736;0;0
"zaufany";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"zauwa¿aæ";0;0;0;0,000903110568667711;0,00151077496558556;0,000405002480051275;0;0,00121452902798419;0;0;0;0;0;0,00114452648907997;0,000935878297265389;0,000612570942950585;0;0,00244316743609546;0;0
"zauwa¿alny";0;0;0;0;0;0;0;0;0;0;0,00779795327438348;0;0;0;0;0;0;0,000877076724722736;0;0
"zauwa¿yæ";0;0;0;0;0,000663408027110675;0;0;0,000609509934345022;0;0;0,00545053543400789;0;0;0;0;0;0;0,000306525161041236;0;0
"zawdziêczaæ";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zawiedziona";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zawieraæ";0;0;0,0114040233090259;0;0;0;0;0,000718457958830872;0;0;0;0;0;0;0;0;0;0;0,010136909608023;0
"zawieszenie";0;0;0;0;0;0;0;0;0;0,0340209244672141;0,0109010708680158;0,00573315578984534;0,0160687065390129;0;0;0;0;0;0;0
"zawieŸæ";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,0013156150870841;0;0
"zawodnik";0;0;0;0;0,00379648925129984;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zawodny";0;0;0;0;0;0;0;0;0;0;0;0,0164045831846289;0,0114945608819632;0;0;0;0;0;0;0
"zawór";0;0;0;0;0;0;0;0;0;0,0121682347798072;0;0;0,0057472804409816;0;0;0;0;0;0;0
"zawracaæ";0;0;0;0,000567366028161804;0;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"zawrzeæ";0;0;0;0;0;0;0;0,000718457958830872;0;0;0;0;0;0;0;0,0012682880417823;0;0,000722631179977876;0;0
"zawstydziæ";0;0;0;0;0;0;0,00245160745010137;0,000872011574980276;0;0;0;0;0;0;0;0;0;0;0;0
"zawsze";0;0;0;0,000258680302789028;0,000216367596118537;0;0;0,000397577942729954;0;0;0;0;0;0,00131131876435477;0;0,00070184113662176;0,00550753881029003;0;0,00560953026973985;0
"zazdrosny";0;0;0;0;0;0;0,00245160745010137;0;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"zazdroœæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0,0109997619036005
"zazwyczaj";0;0;0;0;0;0;0;0;0;0;0,00779795327438348;0;0;0;0;0;0,0120797385268631;0;0;0
"za¿enowaæ";0;0;0;0;0,000949122312824961;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zbêdny";0;0;0;0;0;0;0;0;0;0;0;0;0,00473523459198306;0;0,000968837378465914;0;0;0;0,010136909608023;0
"zbieraæ";0;0;0;0,00148331818459966;0,00198510353618995;0,000532158576644058;0,00256378685485787;0,000683934477293427;0;0;0;0;0;0;0;0;0;0,00114651194334403;0;0
"zbiornik";0;0;0;0,000793143670328732;0,000331704013555337;0;0;0;0;0;0;0,00573315578984534;0;0;0;0;0,0084433748904995;0;0;0
"zbiorowy";0;0;0;0;0;0;0;0,00130801736247041;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zbli¿aæ";0;0;0;0,000296663636919933;0,000248137942023744;0;0;0,000227978159097809;0;0;0;0;0;0,00150386631529542;0,000614855077580958;0;0;0;0;0,00575154170253711
"zbli¿yæ";0;0;0;0;0;0;0;0,00130801736247041;0;0;0;0;0;0,0028761282206817;0;0;0;0;0;0
"zbrodnia";0;0;0;0;0;0;0;0,000262501640635254;0;0;0;0;0;0,00173160173160173;0,000707964601769912;0,00092678405931418;0;0,000264026402640264;0;0
"zbroiæ";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,000968837378465914;0;0;0,000361315589988938;0;0
"zbroja";0;0;0;0;0;0;0;0,00107768693824631;0;0;0;0;0;0;0,000968837378465914;0;0;0,000722631179977876;0;0
"zbrojny";0;0;0;0;0;0;0;0,00335230463889762;0;0;0;0;0;0;0,0016438428990353;0,00107596297260767;0;0,00245220128832989;0;0
"zbudowaæ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"zburzyæ";0;0;0;0;0,00047456115641248;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"zbyt";0;0;0;0,000341588385994876;0,000142857142857143;0,000306372549019608;0;0,000656254101588135;0;0,00732600732600733;0;0,00246913580246914;0,00519031141868512;0,000865800865800866;0;0,00092678405931418;0;0,000528052805280528;0;0
"zbytni";0;0;0;0,000396571835164366;0,000331704013555337;0;0;0,000304754967172511;0;0;0;0;0;0;0;0;0;0,000613050322082472;0;0
"zdanie";0;0;0;0;0;0,000532158576644058;0;0,00319169422736933;0;0;0;0;0;0,00300773263059083;0,000614855077580958;0,000804896012125211;0;0,00321023344136329;0;0
"zdarzaæ";0;0;0;0;0;0;0;0;0;0,0100255149969458;0;0,00675793973868199;0,00947046918396611;0;0;0;0;0;0;0
"zdawaæ";0;0,00546251278879075;0;0;0,000188846870698195;0,00121500744015383;0,000975592689953773;0,000867520734274421;0;0;0;0;0;0;0,000467939148632695;0,00122514188590117;0;0;0;0,00437724534730915
"zd¹¿yæ";0;0;0;0,000341588385994876;0,000285714285714286;0,00122549019607843;0;0,000787504921905762;0;0;0;0;0;0;0;0;0,00727272727272727;0;0;0
"zdecydowaæ";0;0;0;0;0,000285714285714286;0,000612745098039216;0;0,000262501640635254;0;0;0;0;0;0;0;0,00092678405931418;0;0,000264026402640264;0;0
"zdecydowany";0;0;0;0;0;0;0;0,00136786895458685;0;0;0,00815476804772867;0,00428880393621286;0;0;0,00122971015516192;0,00241468803637563;0;0,000458604777337612;0;0
"zdejmowaæ";0;0;0,0114040233090259;0;0,000390995084880887;0;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0;0;0
"zdenerwowaæ";0;0;0;0,000467457829917371;0,00312796067904709;0;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0;0;0
"zderzaæ";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zderzak";0;0;0;0;0;0;0;0;0;0,0100255149969458;0,00642480186423992;0,00675793973868199;0;0;0;0;0;0;0;0
"zdjêcie";0;0;0;0,000793143670328732;0,00132681605422135;0;0,00171360007002757;0;0;0;0;0;0;0;0;0;0;0,000306525161041236;0;0
"zdobyæ";0;0;0;0,000451555284333856;0,000188846870698195;0,000405002480051275;0;0;0;0,00484222745379986;0;0;0;0;0,00140381744589808;0,00122514188590117;0;0,00104707175832662;0;0,00437724534730915
"zdobywaæ";0;0;0,00631072155345733;0,000517360605578056;0,000432735192237074;0,000464023643636568;0,00223553235842031;0;0;0;0;0;0;0;0,00107226419315381;0;0;0,000399887306357692;0;0
"zdolnoœæ";0;0;0;0,000296663636919933;0,000248137942023744;0,000532158576644058;0,00128189342742893;0;0;0;0;0;0;0,00601546526118167;0;0;0;0;0,00643320590431928;0
"zdrada";0;0;0,00550803372869734;0,000225777642166928;0,000188846870698195;0;0;0,000867520734274421;0;0;0;0;0;0;0,00140381744589808;0,000612570942950585;0;0,000523535879163312;0;0,00437724534730915
"zdradzaæ";0,00609461611988143;0;0;0;0,000248137942023744;0,000532158576644058;0;0;0;0;0;0;0;0,00150386631529542;0,000614855077580958;0;0;0,000229302388668806;0;0
"zdradziæ";0;0;0;0,000683176771989752;0,000285714285714286;0,00122549019607843;0;0,000262501640635254;0;0;0;0;0;0;0;0;0;0,000264026402640264;0;0
"zdrajca";0;0;0;0;0;0;0;0,00107768693824631;0;0;0;0;0;0,00236966718109628;0;0;0;0,000361315589988938;0;0
"zdrowie";0;0,00717754377754631;0;0;0;0;0;0,000911912636391236;0;0;0;0;0;0;0,000614855077580958;0,00160979202425042;0;0,000458604777337612;0,0128664118086386;0
"zdrowieæ";0;0;0;0,000467457829917371;0;0,00167706225132733;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0090627999806828
"zdziwiæ";0,00701754385964912;0;0;0;0,00114285714285714;0,00183823529411765;0;0;0;0;0;0;0;0,00173160173160173;0;0;0;0,000264026402640264;0;0
"zebraæ";0;0;0;0,000451555284333856;0,000377693741396389;0,00081000496010255;0;0,000347008293709768;0;0;0;0;0;0,00114452648907997;0,000935878297265389;0,000612570942950585;0;0,000349023919442208;0;0
"zebranie";0;0;0;0,000934915659834742;0;0,000838531125663666;0;0;0;0;0;0;0;0,00710900154328885;0;0;0;0;0;0
"zejœcie";0;0;0;0,000567366028161804;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"zemrzeæ";0;0,011309775182505;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0012682880417823;0;0,000361315589988938;0;0
"zemsta";0;0;0;0,000296663636919933;0,000248137942023744;0,000532158576644058;0,00128189342742893;0,000455956318195618;0;0;0;0;0;0;0;0,00160979202425042;0;0;0;0
"zemœciæ";0;0;0;0,000341588385994876;0,000285714285714286;0;0;0,000262501640635254;0;0;0;0;0;0;0;0,00092678405931418;0;0,000528052805280528;0;0
"zeni";0;0;0;0;0,0023728057820624;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"zerwaæ";0;0;0;0;0;0;0;0;0;0,0243364695596144;0,00779795327438348;0;0;0;0;0;0;0;0;0
"zespó³";0;0,0274539511974162;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"zestroiæ";0;0;0;0;0;0;0;0;0;0;0,00779795327438348;0;0,0057472804409816;0;0;0;0;0;0;0
"zewn¹trz";0;0;0;0,0023794310109862;0;0,00142275005814177;0;0,00121901986869004;0;0;0;0;0,00401717663475322;0;0;0;0;0;0;0
